CASP,Stage,Target,Model,GDT_TS,MQAScore
casp11,stage_2,T0814,T0814TS414_3,11.71,0.164281239
casp11,stage_2,T0814,T0814TS171_1_3,13.66,0.384399163
casp11,stage_2,T0814,T0814TS160_5,7.87,0.11930392
casp11,stage_2,T0814,T0814TS448_1,6.86,0.233666339
casp11,stage_2,T0814,T0814TS277_1,15.49,0.415588953
casp11,stage_2,T0814,T0814TS041_5,13.16,0.16585045
casp11,stage_2,T0814,T0814TS454_2,5.86,0.243216409
casp11,stage_2,T0814,T0814TS335_3,11.96,0.157535951
casp11,stage_2,T0814,T0814TS171_5_1,8.82,0.288930364
casp11,stage_2,T0814,T0814TS038_1,14.8,0.292366138
casp11,stage_2,T0814,T0814TS381_4,12.15,0.155916015
casp11,stage_2,T0814,T0814TS216_3,14.61,0.206255912
casp11,stage_2,T0814,T0814TS041_3,11.21,0.041272603
casp11,stage_2,T0814,T0814TS448_4,7.24,0.226834772
casp11,stage_2,T0814,T0814TS420_1,13.35,0.234564465
casp11,stage_2,T0814,T0814TS414_5,11.71,0.144309367
casp11,stage_2,T0814,T0814TS171_3_3,13.54,0.328961684
casp11,stage_2,T0814,T0814TS345_4,5.67,0.077140646
casp11,stage_2,T0814,T0814TS420_4,11.71,0.14310963
casp11,stage_2,T0814,T0814TS237_3,12.59,0.030674543
casp11,stage_2,T0814,T0814TS210_1,9.26,0.142195575
casp11,stage_2,T0814,T0814TS110_3,6.04,0.204979811
casp11,stage_2,T0814,T0814TS499_3,15.3,0.262988256
casp11,stage_2,T0814,T0814TS184_4,14.61,0.206255912
casp11,stage_2,T0814,T0814TS410_1,8,0.121232581
casp11,stage_2,T0814,T0814TS436_2,9.82,0.230695159
casp11,stage_2,T0796,T0796TS145_1,26.8,0.221762855
casp11,stage_2,T0796,T0796TS117_1,34.34,0.207661802
casp11,stage_2,T0796,T0796TS335_4,34.75,0.346856032
casp11,stage_2,T0796,T0796TS436_4,34.51,0.342096026
casp11,stage_2,T0796,T0796TS479_4,39.75,0.271714368
casp11,stage_2,T0796,T0796TS008_4,42.46,0.370729379
casp11,stage_2,T0796,T0796TS008_2,33.77,0.348070644
casp11,stage_2,T0796,T0796TS499_3,49.75,0.483765339
casp11,stage_2,T0796,T0796TS210_2,50.49,0.287991185
casp11,stage_2,T0796,T0796TS268_4,45.49,0.452336986
casp11,stage_2,T0796,T0796TS216_3,46.56,0.311793724
casp11,stage_2,T0796,T0796TS216_4,41.64,0.450926701
casp11,stage_2,T0796,T0796TS263_3,44.1,0.40331269
casp11,stage_2,T0796,T0796TS011_5,46.56,0.411469144
casp11,stage_2,T0796,T0796TS436_1,27.7,0.275395409
casp11,stage_2,T0796,T0796TS277_1,50.66,0.478070827
casp11,stage_2,T0796,T0796TS038_4,48.2,0.482196364
casp11,stage_2,T0796,T0796TS448_1,48.36,0.336746614
casp11,stage_2,T0796,T0796TS216_1,41.8,0.494716882
casp11,stage_2,T0796,T0796TS008_1,42.05,0.361963175
casp11,stage_2,T0796,T0796TS452_4,42.95,0.306163747
casp11,stage_2,T0796,T0796TS022_1,29.75,0.173694508
casp11,stage_2,T0796,T0796TS479_3,39.59,0.241459702
casp11,stage_2,T0796,T0796TS251_1,49.59,0.404324361
casp11,stage_2,T0796,T0796TS133_1,46.8,0.35072739
casp11,stage_2,T0796,T0796TS335_2,35.74,0.364752814
casp11,stage_2,T0796,T0796TS184_5,40.82,0.317158678
casp11,stage_2,T0796,T0796TS346_1,44.84,0.347332724
casp11,stage_2,T0796,T0796TS038_5,47.13,0.390033446
casp11,stage_2,T0796,T0796TS492_1,37.95,0.302075549
casp11,stage_2,T0796,T0796TS335_1,35.9,0.316408498
casp11,stage_2,T0796,T0796TS156_1,28.69,0.310169462
casp11,stage_2,T0796,T0796TS237_3,27.95,0.239396715
casp11,stage_2,T0796,T0796TS414_5,40.98,0.430805019
casp11,stage_2,T0796,T0796TS448_2,47.95,0.35782439
casp11,stage_2,T0796,T0796TS008_5,35.49,0.329425391
casp11,stage_2,T0796,T0796TS277_2,52.3,0.4820313
casp11,stage_2,T0796,T0796TS454_1,45.9,0.448318527
casp11,stage_2,T0796,T0796TS381_3,32.79,0.362865607
casp11,stage_2,T0796,T0796TS479_2,39.84,0.256999667
casp11,stage_2,T0796,T0796TS381_5,33.85,0.336728015
casp11,stage_2,T0796,T0796TS050_1,50.08,0.518890636
casp11,stage_2,T0796,T0796TS156_2,48.2,0.440130724
casp11,stage_2,T0796,T0796TS210_4,36.31,0.285552096
casp11,stage_2,T0796,T0796TS349_5,42.87,0.208319057
casp11,stage_2,T0796,T0796TS022_5,29.43,0.222230547
casp11,stage_2,T0796,T0796TS452_2,38.28,0.349558273
casp11,stage_2,T0796,T0796TS156_4,34.92,0.32107703
casp11,stage_2,T0796,T0796TS041_3,34.59,0.067880834
casp11,stage_2,T0796,T0796TS499_1,48.28,0.398137759
casp11,stage_2,T0796,T0796TS381_2,33.2,0.404559139
casp11,stage_2,T0796,T0796TS216_5,38.93,0.380363002
casp11,stage_2,T0796,T0796TS277_4,39.67,0.2498635
casp11,stage_2,T0796,T0796TS454_3,29.02,0.402964776
casp11,stage_2,T0796,T0796TS345_3,37.95,0.296180838
casp11,stage_2,T0796,T0796TS448_3,47.46,0.329972445
casp11,stage_2,T0796,T0796TS300_1,35.82,0.239271799
casp11,stage_2,T0796,T0796TS300_3,34.18,0.252009027
casp11,stage_2,T0796,T0796TS381_4,34.84,0.357729952
casp11,stage_2,T0796,T0796TS381_1,31.39,0.34789157
casp11,stage_2,T0796,T0796TS073_1,43.2,0.396582628
casp11,stage_2,T0796,T0796TS041_1,45,0.416063496
casp11,stage_2,T0796,T0796TS263_2,39.02,0.156711232
casp11,stage_2,T0796,T0796TS268_5,45.98,0.411601733
casp11,stage_2,T0796,T0796TS210_1,53.12,0.488866701
casp11,stage_2,T0796,T0796TS452_1,31.72,0.36688461
casp11,stage_2,T0796,T0796TS210_5,47.05,0.21477913
casp11,stage_2,T0796,T0796TS479_5,41.15,0.302585264
casp11,stage_2,T0796,T0796TS479_1,41.23,0.313936088
casp11,stage_2,T0796,T0796TS492_3,41.48,0.329370284
casp11,stage_2,T0796,T0796TS184_1,41.88,0.456515181
casp11,stage_2,T0796,T0796TS448_5,47.79,0.328767914
casp11,stage_2,T0796,T0796TS420_1,43.85,0.358082546
casp11,stage_2,T0796,T0796TS277_3,49.92,0.407503861
casp11,stage_2,T0796,T0796TS041_4,42.05,0.361963175
casp11,stage_2,T0796,T0796TS420_2,44.18,0.334841428
casp11,stage_2,T0796,T0796TS228_5,36.39,0.269889633
casp11,stage_2,T0796,T0796TS410_5,44.51,0.432028761
casp11,stage_2,T0796,T0796TS420_5,45.9,0.370046591
casp11,stage_2,T0796,T0796TS156_3,32.7,0.265629934
casp11,stage_2,T0796,T0796TS268_1,45.66,0.452915182
casp11,stage_2,T0796,T0796TS448_4,48.28,0.350549685
casp11,stage_2,T0796,T0796TS499_2,52.05,0.543554251
casp11,stage_2,T0796,T0796TS499_5,34.34,0.34235514
casp11,stage_2,T0796,T0796TS041_5,43.44,0.170969362
casp11,stage_2,T0796,T0796TS492_5,35,0.389917784
casp11,stage_2,T0796,T0796TS300_5,32.95,0.29081404
casp11,stage_2,T0796,T0796TS022_4,29.92,0.162427683
casp11,stage_2,T0796,T0796TS184_4,41.15,0.377405853
casp11,stage_2,T0796,T0796TS277_5,35.25,0.294354088
casp11,stage_2,T0796,T0796TS300_2,33.61,0.282101773
casp11,stage_2,T0796,T0796TS251_5,47.3,0.281666455
casp11,stage_2,T0796,T0796TS268_2,45.41,0.476357001
casp11,stage_2,T0796,T0796TS345_5,34.02,0.333028761
casp11,stage_2,T0796,T0796TS414_1,35.9,0.369445855
casp11,stage_2,T0796,T0796TS300_4,33.69,0.230821186
casp11,stage_2,T0796,T0796TS193_1,46.64,0.491545469
casp11,stage_2,T0796,T0796TS011_4,46.23,0.44504948
casp11,stage_2,T0796,T0796TS263_1,46.07,0.275977993
casp11,stage_2,T0796,T0796TS212_1,41.15,0.399446945
casp11,stage_2,T0796,T0796TS117_3,34.84,0.234751255
casp11,stage_2,T0796,T0796TS410_2,46.07,0.384602751
casp11,stage_2,T0796,T0796TS022_2,29.51,0.205187283
casp11,stage_2,T0796,T0796TS038_3,43.69,0.403129763
casp11,stage_2,T0796,T0796TS414_4,36.48,0.345932886
casp11,stage_2,T0796,T0796TS279_1,43.69,0.230695451
casp11,stage_2,T0796,T0796TS160_2,37.46,0.440756507
casp11,stage_2,T0796,T0796TS008_3,34.92,0.331213016
casp11,stage_2,T0796,T0796TS038_2,45.74,0.374455546
casp11,stage_2,T0796,T0796TS454_2,46.88,0.366870358
casp11,stage_2,T0796,T0796TS349_1,38.93,0.1729501
casp11,stage_2,T0796,T0796TS499_4,39.1,0.279169218
casp11,stage_2,T0796,T0796TS414_3,33.69,0.365161081
casp11,stage_2,T0796,T0796TS073_3,28.28,0.389873013
casp11,stage_2,T0796,T0796TS414_2,34.92,0.37515738
casp11,stage_2,T0796,T0796TS349_4,41.64,0.179923931
casp11,stage_2,T0796,T0796TS160_1,42.46,0.338024093
casp11,stage_2,T0796,T0796TS452_3,32.7,0.289624007
casp11,stage_2,T0796,T0796TS268_3,45.74,0.50301279
casp11,stage_2,T0796,T0796TS237_4,27.95,0.170637112
casp11,stage_2,T0796,T0796TS145_2,26.89,0.27498223
casp11,stage_2,T0796,T0796TS335_5,31.07,0.35598608
casp11,stage_2,T0796,T0796TS349_3,41.07,0.242740276
casp11,stage_2,T0796,T0796TS251_4,47.05,0.364466794
casp11,stage_2,T0796,T0796TS349_2,37.05,0.154700637
casp11,stage_2,T0796,T0796TS073_2,44.26,0.414595504
casp11,stage_2,T0796,T0796TS011_3,45.9,0.455650485
casp11,stage_2,T0796,T0796TS410_1,46.97,0.446517351
casp11,stage_2,T0796,T0796TS237_1,40.82,0.206367208
casp11,stage_2,T0796,T0796TS156_5,36.56,0.28010921
casp11,stage_2,T0796,T0796TS263_5,42.21,0.135996561
casp11,stage_2,T0796,T0796TS038_1,49.67,0.441064341
casp11,stage_2,T0796,T0796TS345_1,35.82,0.333038448
casp11,stage_2,T0796,T0796TS251_2,47.87,0.322295626
casp11,stage_2,T0796,T0796TS011_1,46.48,0.588071328
casp11,stage_2,T0796,T0796TS492_4,37.21,0.378402253
casp11,stage_2,T0796,T0796TS452_5,34.18,0.328999762
casp11,stage_2,T0796,T0796TS022_3,29.84,0.185697018
casp11,stage_2,T0796,T0796TS345_2,34.18,0.329397151
casp11,stage_2,T0796,T0796TS410_4,46.56,0.311793724
casp11,stage_2,T0796,T0796TS117_4,35,0.239610148
casp11,stage_2,T0796,T0796TS345_4,32.62,0.382411766
casp11,stage_2,T0796,T0796TS454_5,48.77,0.349392296
casp11,stage_2,T0796,T0796TS237_2,27.3,0.204101832
casp11,stage_2,T0796,T0796TS237_5,27.3,0.200771686
casp11,stage_2,T0796,T0796TS335_3,40.82,0.33874241
casp11,stage_2,T0796,T0796TS251_3,48.44,0.341248247
casp11,stage_2,T0796,T0796TS073_5,27.95,0.414741415
casp11,stage_2,T0796,T0796TS210_3,50.57,0.457002894
casp11,stage_2,T0796,T0796TS410_3,44.92,0.326486344
casp11,stage_2,T0834,T0834TS454_2,16.95,0.224400105
casp11,stage_2,T0834,T0834TS050_2,12.5,0.317303113
casp11,stage_2,T0834,T0834TS171_2_2,10.7,0.101856406
casp11,stage_2,T0834,T0834TS228_2,12.5,0.320203535
casp11,stage_2,T0834,T0834TS300_2,12.62,0.062270991
casp11,stage_2,T0834,T0834TS452_2,12.02,0.253135728
casp11,stage_2,T0834,T0834TS335_4,11.06,0.21536173
casp11,stage_2,T0834,T0834TS346_1,14.06,0.068175699
casp11,stage_2,T0834,T0834TS171_4_2,9.62,0.11016262
casp11,stage_2,T0834,T0834TS420_4,11.42,0.12885166
casp11,stage_2,T0834,T0834TS171_3_1,8.65,0.040507148
casp11,stage_2,T0834,T0834TS228_5,12.5,0.285053013
casp11,stage_2,T0834,T0834TS268_2,12.98,0.125505464
casp11,stage_2,T0834,T0834TS277_4,15.02,0.194842621
casp11,stage_2,T0834,T0834TS038_3,14.78,0.232739685
casp11,stage_2,T0834,T0834TS133_1,10.58,0.108339449
casp11,stage_2,T0834,T0834TS410_4,14.9,0.160672986
casp11,stage_2,T0834,T0834TS381_5,11.54,0.226134197
casp11,stage_2,T0834,T0834TS420_1,15.26,0.453361317
casp11,stage_2,T0834,T0834TS277_3,15.26,0.525394797
casp11,stage_2,T0834,T0834TS251_3,12.38,0.081178751
casp11,stage_2,T0834,T0834TS410_3,13.1,0.30406421
casp11,stage_2,T0834,T0834TS145_3,10.7,0.140159084
casp11,stage_2,T0834,T0834TS414_5,10.94,0.253694773
casp11,stage_2,T0834,T0834TS212_3,19.23,0.375861732
casp11,stage_2,T0834,T0834TS171_2_1,9.01,0.040653255
casp11,stage_2,T0834,T0834TS448_5,13.22,0.104884888
casp11,stage_2,T0834,T0834TS410_1,15.38,0.184898494
casp11,stage_2,T0834,T0834TS499_1,16.11,0.434821714
casp11,stage_2,T0834,T0834TS349_5,12.5,0.053199577
casp11,stage_2,T0834,T0834TS454_1,11.54,0.133343441
casp11,stage_2,T0834,T0834TS050_1,11.3,0.248794505
casp11,stage_2,T0834,T0834TS210_2,11.18,0.14995591
casp11,stage_2,T0834,T0834TS345_5,12.86,0.19195731
casp11,stage_2,T0834,T0834TS345_2,11.3,0.317688721
casp11,stage_2,T0834,T0834TS117_4,11.06,0.082477059
casp11,stage_2,T0834,T0834TS210_3,12.86,0.291937949
casp11,stage_2,T0834,T0834TS210_4,10.94,0.115230056
casp11,stage_2,T0834,T0834TS212_4,15.74,0.364669957
casp11,stage_2,T0834,T0834TS349_1,12.98,0.112661205
casp11,stage_2,T0834,T0834TS011_1,11.9,0.232248193
casp11,stage_2,T0834,T0834TS212_2,16.95,0.391150679
casp11,stage_2,T0834,T0834TS345_4,11.54,0.205896358
casp11,stage_2,T0834,T0834TS171_1_1,10.34,0.177068787
casp11,stage_2,T0834,T0834TS216_1,12.14,0.211239402
casp11,stage_2,T0834,T0834TS110_4,9.62,0.113890861
casp11,stage_2,T0834,T0834TS268_1,13.94,0.196912229
casp11,stage_2,T0834,T0834TS171_3_2,11.9,0.06823535
casp11,stage_2,T0834,T0834TS038_4,11.78,0.282009147
casp11,stage_2,T0834,T0834TS300_4,11.66,0.067205383
casp11,stage_2,T0834,T0834TS251_2,14.9,0.159718927
casp11,stage_2,T0834,T0834TS008_3,9.98,0.164648446
casp11,stage_2,T0834,T0834TS436_5,10.7,0.119139948
casp11,stage_2,T0834,T0834TS300_1,12.5,0.104673317
casp11,stage_2,T0834,T0834TS466_1,17.19,0.126717262
casp11,stage_2,T0834,T0834TS110_5,10.46,0.166207767
casp11,stage_2,T0834,T0834TS184_1,13.82,0.155454028
casp11,stage_2,T0834,T0834TS448_4,13.1,0.113009616
casp11,stage_2,T0834,T0834TS349_2,13.58,0.047222245
casp11,stage_2,T0834,T0834TS263_5,10.94,0.153221973
casp11,stage_2,T0834,T0834TS117_1,9.49,0.040817285
casp11,stage_2,T0834,T0834TS263_3,14.3,0.119166479
casp11,stage_2,T0834,T0834TS210_1,13.34,0.315382856
casp11,stage_2,T0834,T0834TS335_2,11.18,0.230713237
casp11,stage_2,T0834,T0834TS452_5,11.06,0.22598002
casp11,stage_2,T0834,T0834TS466_5,16.23,0.090125921
casp11,stage_2,T0834,T0834TS268_4,13.7,0.204371527
casp11,stage_2,T0834,T0834TS251_4,14.3,0.111480603
casp11,stage_2,T0834,T0834TS050_3,11.54,0.215461295
casp11,stage_2,T0834,T0834TS216_2,11.78,0.253150349
casp11,stage_2,T0834,T0834TS184_3,16.11,0.243756464
casp11,stage_2,T0834,T0834TS499_3,16.71,0.571944852
casp11,stage_2,T0834,T0834TS436_2,10.82,0.07957919
casp11,stage_2,T0834,T0834TS381_4,11.18,0.257358492
casp11,stage_2,T0834,T0834TS436_1,12.5,0.176221259
casp11,stage_2,T0834,T0834TS479_2,19.35,0.388205652
casp11,stage_2,T0834,T0834TS454_3,11.42,0.125922364
casp11,stage_2,T0834,T0834TS499_2,13.7,0.360126926
casp11,stage_2,T0834,T0834TS300_5,11.06,0.031114125
casp11,stage_2,T0834,T0834TS251_1,14.54,0.109315927
casp11,stage_2,T0834,T0834TS277_2,14.9,0.635254953
casp11,stage_2,T0834,T0834TS228_4,12.5,0.3591144
casp11,stage_2,T0834,T0834TS171_5_2,10.58,0.098564118
casp11,stage_2,T0834,T0834TS499_5,15.14,0.406808963
casp11,stage_2,T0834,T0834TS410_2,16.71,0.111286814
casp11,stage_2,T0834,T0834TS008_4,11.18,0.178803207
casp11,stage_2,T0834,T0834TS228_3,12.38,0.352328155
casp11,stage_2,T0834,T0834TS345_3,12.98,0.279351703
casp11,stage_2,T0834,T0834TS268_3,12.02,0.208683409
casp11,stage_2,T0834,T0834TS184_2,15.99,0.432289412
casp11,stage_2,T0834,T0834TS160_3,10.34,0.152469552
casp11,stage_2,T0834,T0834TS011_3,11.54,0.116579878
casp11,stage_2,T0834,T0834TS499_4,14.78,0.421345347
casp11,stage_2,T0834,T0834TS216_4,10.34,0.112134215
casp11,stage_2,T0834,T0834TS277_1,13.82,0.411064898
casp11,stage_2,T0834,T0834TS479_1,19.83,0.397382534
casp11,stage_2,T0834,T0834TS452_1,11.18,0.266655586
casp11,stage_2,T0834,T0834TS335_1,10.82,0.287342009
casp11,stage_2,T0834,T0834TS145_4,10.58,0.136584597
casp11,stage_2,T0834,T0834TS381_2,11.18,0.314478025
casp11,stage_2,T0834,T0834TS448_1,13.34,0.086047645
casp11,stage_2,T0834,T0834TS171_1_2,10.46,0.08687096
casp11,stage_2,T0834,T0834TS041_4,13.22,0.09849525
casp11,stage_2,T0834,T0834TS414_3,11.78,0.301261477
casp11,stage_2,T0834,T0834TS184_4,12.02,0.067811931
casp11,stage_2,T0834,T0834TS011_5,11.42,0.085019913
casp11,stage_2,T0834,T0834TS381_3,11.18,0.207462682
casp11,stage_2,T0834,T0834TS452_3,10.94,0.266474154
casp11,stage_2,T0834,T0834TS454_5,11.9,0.168086563
casp11,stage_2,T0834,T0834TS454_4,13.46,0.127762402
casp11,stage_2,T0834,T0834TS251_5,14.9,0.15440853
casp11,stage_2,T0834,T0834TS160_5,13.1,0.291126499
casp11,stage_2,T0834,T0834TS145_1,13.22,0.17549882
casp11,stage_2,T0834,T0834TS414_1,11.18,0.262354975
casp11,stage_2,T0834,T0834TS466_3,14.42,0.079804493
casp11,stage_2,T0834,T0834TS171_5_1,8.65,0.040724873
casp11,stage_2,T0834,T0834TS038_2,13.34,0.223303945
casp11,stage_2,T0834,T0834TS448_2,13.1,0.091386657
casp11,stage_2,T0834,T0834TS479_4,16.47,0.302377094
casp11,stage_2,T0834,T0834TS335_3,11.42,0.203624113
casp11,stage_2,T0834,T0834TS184_5,14.18,0.382082991
casp11,stage_2,T0834,T0834TS345_1,15.02,0.149517026
casp11,stage_2,T0834,T0834TS414_4,11.06,0.212671628
casp11,stage_2,T0834,T0834TS466_4,14.3,0.067380884
casp11,stage_2,T0834,T0834TS171_4_1,8.65,0.046474153
casp11,stage_2,T0834,T0834TS452_4,11.18,0.217457821
casp11,stage_2,T0834,T0834TS349_3,13.58,0.03889081
casp11,stage_2,T0834,T0834TS268_5,12.26,0.149648309
casp11,stage_2,T0834,T0834TS335_5,11.06,0.315586197
casp11,stage_2,T0834,T0834TS349_4,13.82,0.045963997
casp11,stage_2,T0834,T0834TS038_5,12.38,0.270993351
casp11,stage_2,T0834,T0834TS448_3,13.1,0.075050225
casp11,stage_2,T0834,T0834TS008_1,10.7,0.152601169
casp11,stage_2,T0834,T0834TS277_5,13.94,0.406278612
casp11,stage_2,T0834,T0834TS436_4,13.94,0.144854587
casp11,stage_2,T0834,T0834TS050_4,12.02,0.396309541
casp11,stage_2,T0834,T0834TS479_5,18.51,0.370711149
casp11,stage_2,T0834,T0834TS145_2,12.38,0.084853569
casp11,stage_2,T0834,T0834TS216_3,10.94,0.241196518
casp11,stage_2,T0834,T0834TS420_5,11.18,0.100950159
casp11,stage_2,T0834,T0834TS160_4,12.62,0.08176769
casp11,stage_2,T0834,T0834TS414_2,11.3,0.258909864
casp11,stage_2,T0834,T0834TS160_1,10.58,0.118687605
casp11,stage_2,T0834,T0834TS263_2,10.1,0.229792993
casp11,stage_2,T0834,T0834TS228_1,12.26,0.347399698
casp11,stage_2,T0834,T0834TS212_5,17.07,0.355199793
casp11,stage_2,T0834,T0834TS410_5,12.38,0.151030786
casp11,stage_2,T0834,T0834TS381_1,12.14,0.26271932
casp11,stage_2,T0834,T0834TS216_5,12.26,0.184652166
casp11,stage_2,T0834,T0834TS160_2,13.94,0.152909942
casp11,stage_2,T0834,T0834TS466_2,15.87,0.152772805
casp11,stage_2,T0834,T0834TS210_5,12.02,0.307795418
casp11,stage_2,T0834,T0834TS041_1,12.38,0.085886572
casp11,stage_2,T0834,T0834TS479_3,20.07,0.296894055
casp11,stage_2,T0834,T0834TS038_1,14.66,0.427529976
casp11,stage_2,T0837,T0837TS466_5,42.35,0.276263832
casp11,stage_2,T0837,T0837TS156_3,21.69,0.297003396
casp11,stage_2,T0837,T0837TS499_2,34.92,0.587531726
casp11,stage_2,T0837,T0837TS210_3,28.72,0.327098683
casp11,stage_2,T0837,T0837TS466_4,34.3,0.310598331
casp11,stage_2,T0837,T0837TS410_4,23.14,0.208467135
casp11,stage_2,T0837,T0837TS414_2,23.35,0.134709955
casp11,stage_2,T0837,T0837TS008_5,43.59,0.537877922
casp11,stage_2,T0837,T0837TS216_3,40.08,0.401815295
casp11,stage_2,T0837,T0837TS349_2,25.21,0.228554137
casp11,stage_2,T0837,T0837TS263_3,22.73,0.433546105
casp11,stage_2,T0837,T0837TS452_4,22.31,0.116964327
casp11,stage_2,T0837,T0837TS349_1,23.76,0.149150966
casp11,stage_2,T0837,T0837TS251_3,23.76,0.233722859
casp11,stage_2,T0837,T0837TS479_5,44.01,0.650880515
casp11,stage_2,T0837,T0837TS268_2,36.57,0.484039878
casp11,stage_2,T0837,T0837TS277_4,28.72,0.485791605
casp11,stage_2,T0837,T0837TS335_5,22.11,0.132746158
casp11,stage_2,T0837,T0837TS300_1,26.03,0.209973834
casp11,stage_2,T0837,T0837TS184_2,39.26,0.503342472
casp11,stage_2,T0837,T0837TS117_1,23.14,0.12071445
casp11,stage_2,T0837,T0837TS171_4,26.24,0.123072622
casp11,stage_2,T0837,T0837TS268_5,29.75,0.374873516
casp11,stage_2,T0837,T0837TS410_3,25,0.360763074
casp11,stage_2,T0837,T0837TS420_5,43.8,0.567557894
casp11,stage_2,T0837,T0837TS156_1,22.11,0.269379145
casp11,stage_2,T0837,T0837TS349_4,23.76,0.161667314
casp11,stage_2,T0837,T0837TS436_4,28.72,0.390009633
casp11,stage_2,T0837,T0837TS117_4,23.35,0.111607182
casp11,stage_2,T0837,T0837TS050_1,27.27,0.28510013
casp11,stage_2,T0837,T0837TS133_3,22.52,0.310794505
casp11,stage_2,T0837,T0837TS160_3,26.65,0.251447972
casp11,stage_2,T0837,T0837TS160_1,28.72,0.393536404
casp11,stage_2,T0837,T0837TS479_3,38.02,0.506815524
casp11,stage_2,T0837,T0837TS345_1,31.82,0.397750903
casp11,stage_2,T0837,T0837TS448_4,21.9,0.396186024
casp11,stage_2,T0837,T0837TS414_5,21.9,0.160105382
casp11,stage_2,T0837,T0837TS277_3,26.03,0.625594815
casp11,stage_2,T0837,T0837TS410_1,29.96,0.398105002
casp11,stage_2,T0837,T0837TS184_1,25,0.342139191
casp11,stage_2,T0837,T0837TS268_4,35.54,0.411130379
casp11,stage_2,T0837,T0837TS251_5,37.19,0.164274768
casp11,stage_2,T0837,T0837TS499_3,29.34,0.508036242
casp11,stage_2,T0837,T0837TS008_3,42.15,0.340273014
casp11,stage_2,T0837,T0837TS184_3,39.67,0.371953922
casp11,stage_2,T0837,T0837TS038_1,26.65,0.433927173
casp11,stage_2,T0837,T0837TS410_5,24.59,0.360413268
casp11,stage_2,T0837,T0837TS448_3,22.31,0.344391398
casp11,stage_2,T0837,T0837TS041_3,24.79,0.279926694
casp11,stage_2,T0837,T0837TS381_2,21.49,0.164076489
casp11,stage_2,T0837,T0837TS420_4,42.98,0.377063139
casp11,stage_2,T0837,T0837TS300_4,25.41,0.124992445
casp11,stage_2,T0837,T0837TS268_1,32.02,0.367664457
casp11,stage_2,T0837,T0837TS145_3,25.62,0.214383647
casp11,stage_2,T0837,T0837TS171_1,26.03,0.130583617
casp11,stage_2,T0837,T0837TS300_5,23.55,0.115907795
casp11,stage_2,T0837,T0837TS184_5,43.39,0.603205674
casp11,stage_2,T0837,T0837TS210_1,25.83,0.444826151
casp11,stage_2,T0837,T0837TS145_5,28.51,0.199123322
casp11,stage_2,T0837,T0837TS171_3,26.24,0.150563797
casp11,stage_2,T0837,T0837TS216_2,44.22,0.67152346
casp11,stage_2,T0837,T0837TS251_4,45.66,0.415083554
casp11,stage_2,T0837,T0837TS145_1,23.14,0.213687118
casp11,stage_2,T0837,T0837TS277_5,39.46,0.606969874
casp11,stage_2,T0837,T0837TS454_1,28.93,0.248659933
casp11,stage_2,T0837,T0837TS452_3,21.9,0.206671645
casp11,stage_2,T0837,T0837TS454_3,25.62,0.263658159
casp11,stage_2,T0837,T0837TS452_5,21.28,0.1738514
casp11,stage_2,T0837,T0837TS492_5,30.37,0.153437279
casp11,stage_2,T0837,T0837TS381_5,22.93,0.215047239
casp11,stage_2,T0837,T0837TS210_2,23.14,0.274342642
casp11,stage_2,T0837,T0837TS335_4,21.07,0.172722315
casp11,stage_2,T0837,T0837TS228_5,24.17,0.408488436
casp11,stage_2,T0837,T0837TS277_2,61.78,0.786764651
casp11,stage_2,T0837,T0837TS038_4,31.82,0.541878827
casp11,stage_2,T0837,T0837TS381_1,22.11,0.18575463
casp11,stage_2,T0837,T0837TS479_2,37.19,0.469261462
casp11,stage_2,T0837,T0837TS133_1,22.52,0.250799923
casp11,stage_2,T0837,T0837TS041_2,42.35,0.490399469
casp11,stage_2,T0837,T0837TS011_1,24.59,0.581073109
casp11,stage_2,T0837,T0837TS499_1,65.7,0.692178932
casp11,stage_2,T0837,T0837TS263_2,22.11,0.420265294
casp11,stage_2,T0837,T0837TS452_1,22.52,0.163983092
casp11,stage_2,T0837,T0837TS011_3,24.59,0.470738177
casp11,stage_2,T0837,T0837TS210_5,26.24,0.481764754
casp11,stage_2,T0837,T0837TS479_1,39.67,0.583869177
casp11,stage_2,T0837,T0837TS499_5,40.5,0.65039139
casp11,stage_2,T0837,T0837TS492_3,26.24,0.208698702
casp11,stage_2,T0837,T0837TS492_2,30.79,0.182419331
casp11,stage_2,T0837,T0837TS008_1,39.46,0.439898482
casp11,stage_2,T0837,T0837TS349_5,23.55,0.219491765
casp11,stage_2,T0837,T0837TS216_4,23.35,0.355625585
casp11,stage_2,T0837,T0837TS251_1,29.55,0.18977032
casp11,stage_2,T0837,T0837TS171_2,26.45,0.15274539
casp11,stage_2,T0837,T0837TS216_1,38.84,0.616511294
casp11,stage_2,T0837,T0837TS008_2,40.91,0.495204501
casp11,stage_2,T0837,T0837TS492_4,30.79,0.299527083
casp11,stage_2,T0837,T0837TS263_5,23.14,0.360155854
casp11,stage_2,T0837,T0837TS448_2,21.9,0.444990792
casp11,stage_2,T0837,T0837TS448_5,22.52,0.354342427
casp11,stage_2,T0837,T0837TS414_4,22.73,0.145001931
casp11,stage_2,T0837,T0837TS300_2,26.03,0.117801521
casp11,stage_2,T0837,T0837TS335_2,21.69,0.135727643
casp11,stage_2,T0837,T0837TS251_2,28.72,0.133591311
casp11,stage_2,T0837,T0837TS414_3,21.49,0.111676666
